Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct
49507323,01/10/2021 10:31:00 AM,01/11/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,,,,ADDRESS,,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/11/2021 12:00:00 PM,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
49513142,01/11/2021 08:20:00 AM,01/20/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,,LUCAS STREET,LUCAS STREET,INTERSECTION,,,N/A,Closed,,The Department of Sanitation cleaned the location.,01/20/2021 12:00:00 PM,12 QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
49514485,01/11/2021 03:52:47 PM,01/12/2021 11:47:18 AM,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,,,,,,,,,,,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,11/01/2021 05:47:03 PM,0 Unspecified,,Unspecified,,,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,,,,,,,
49516160,01/11/2021 10:44:00 AM,01/22/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,,,,,,,,,,,DSNY Garage,Closed,,The vehicle you reported has been removed by the Department of Sanitation.,01/22/2021 12:00:00 PM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
49520564,01/12/2021 12:15:00 PM,01/20/2021 03:23:00 PM,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,,,,,,FRANCIS LEWIS BLVD,26 AVE,INTERSECTION,,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/20/2021 03:23:00 PM,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,,,,,,,
49522442,01/12/2021 06:43:41 PM,01/13/2021 10:21:00 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,,10467,EAST  211 STREET,EAST  211 STREET,HOLLAND AVENUE,BARNS AVENUE,HOLLAND AVENUE,BARNS AVENUE,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/13/2021 10:21:04 PM,Unspecified BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
49525646,01/11/2021 04:25:00 PM,01/12/2021 12:00:00 PM,DSNY,Department of Sanitation,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,,,,,,,,INTERSECTION,,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/12/2021 12:00:00 PM,,,,,,PHONE,Unspecified,,,,,,,,,,,,,,,,,
49528183,01/13/2021 10:20:00 AM,01/13/2021 10:20:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,BAISLEY BLVD,172 ST,INTERSECTION,,,,Closed,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",01/12/2021 10:20:00 AM,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,,,,,,,
49534250,01/14/2021 09:59:00 AM,01/14/2021 09:59:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,116 ST W,7 AVE,INTERSECTION,,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/13/2021 08:40:00 PM,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,
49541507,01/15/2021 12:53:00 PM,01/16/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,171 FAHY AVENUE,FAHY AVENUE,,,,,ADDRESS,,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,01/16/2021 12:00:00 PM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
55105682,08/14/2022 12:17:28 PM,08/15/2022 07:20:15 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,,,,,,,,,,,,Closed,,The Police Department reviewed your complaint and provided additional information below.,08/15/2022 07:20:18 AM,0 Unspecified,,Unspecified,,,ONLINE,Canarsie Park,Unspecified,,,,,,,,,,,,,,,,
49544326,01/14/2021 05:15:00 PM,01/23/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,,,,,,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,01/23/2021 12:00:00 PM,05 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
49546451,01/13/2021 10:21:31 AM,01/14/2021 01:41:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,,,INTERSECTION,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/14/2021 01:41:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
49546550,01/15/2021 01:51:00 PM,01/23/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10465,WASHINGTON AVENUE,WASHINGTON AVENUE,WISSMAN AVENUE,MILES AVENUE,,,BLOCKFACE,BRONX,,N/A,Closed,,The Department of Sanitation cleaned the location.,01/23/2021 12:00:00 PM,10 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
49546678,01/15/2021 04:43:51 AM,01/27/2021 10:37:20 AM,DOT,Department of Transportation,Ferry Complaint,General Complaint,Ferry,,,,,,,,,,,,Closed,,The Department of Transportation contacted the customer and resolved the service request or provided the information requested.,01/27/2021 10:37:26 AM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
49546711,01/15/2021 04:48:58 PM,01/15/2021 05:40:57 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11214,24 AVENUE,24 AVENUE,84 STREET,85 STREET,84 STREET,85 STREET,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/15/2021 05:41:02 PM,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
49547550,01/14/2021 08:00:00 PM,01/15/2021 12:05:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,,,INTERSECTION,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/15/2021 12:05:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
49547984,01/15/2021 03:52:53 PM,01/22/2021 09:37:38 AM,DOT,Department of Transportation,Broken Parking Meter,No Receipt,Street,,,,,,,,,,,,Closed,,The Department of Transportation has completed the request or corrected the condition.,01/22/2021 09:37:14 AM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
49548676,01/14/2021 04:09:00 PM,01/28/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,AVENUE U,AVENUE U,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/28/2021 12:00:00 PM,15 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
49549263,01/15/2021 03:21:00 PM,01/20/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,,SHORE PARKWAY,EAST 13 STREET,INTERSECTION,,,DSNY Garage,Closed,,The vehicle you reported has been removed by the Department of Sanitation.,01/20/2021 12:00:00 PM,15 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
49549595,01/16/2021 11:06:00 AM,01/21/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,,159 STREET,111 AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation cleaned the location.,01/21/2021 12:00:00 PM,12 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
49551577,01/15/2021 04:38:00 PM,01/28/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,4 AVENUE,4 AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/28/2021 12:00:00 PM,10 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
49551805,01/15/2021 03:41:00 PM,01/15/2021 03:41:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,,,,,,,,,,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/15/2021 03:41:00 PM,01 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
49552929,01/16/2021 07:10:49 AM,01/19/2021 07:39:49 AM,DOT,Department of Transportation,Highway Condition,Litter,Highway,,,,,,,,,,,,Closed,,"The condition has been inspected/investigated, see customer notes for more information.",01/19/2021 07:39:52 AM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,West Shore Expwy,Northbound,Roadway,West Shore Expwy - Page Ave. (Exit 1),,,,,,,,,
49555262,01/17/2021 11:35:17 AM,01/19/2021 02:00:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,,,INTERSECTION,,,,Closed,,The Department of Transportation inspected this complaint and did not find the reported problem.,01/19/2021 02:00:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
49559472,01/17/2021 03:00:54 PM,04/29/2022 01:21:30 PM,TLC,Taxi and Limousine Commission,Green Taxi Complaint,Driver Complaint - Passenger,,,,,,,,,,,,,Closed,,,04/29/2022 01:21:35 PM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
49560208,01/17/2021 05:44:00 PM,01/19/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,,,,,,,,,,,N/A,Closed,,The vehicle you reported has been removed by the Department of Sanitation.,01/19/2021 12:00:00 PM,10 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
49565698,01/19/2021 10:14:00 AM,01/20/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,,208 STREET,HOLLIS AVENUE,INTERSECTION,,,DSNY Garage,Closed,,The vehicle you reported has been removed by the Department of Sanitation.,01/20/2021 12:00:00 PM,13 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
49565837,01/19/2021 09:42:00 AM,01/18/2021 09:10:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,170 ST W,INWOOD AVE,INTERSECTION,,,,Pending,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/18/2021 09:10:00 AM,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,,,,,,,
49567300,01/19/2021 10:17:00 AM,01/22/2021 12:00:00 PM,DSNY,Department of Sanitation,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,,1910 EDSON AVENUE,EDSON AVENUE,,,,,ADDRESS,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/22/2021 12:00:00 PM,10 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
49568642,01/19/2021 09:26:00 AM,01/19/2021 09:26:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,AVE B,10 ST E,INTERSECTION,,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/18/2021 09:05:00 PM,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,
49569350,01/20/2021 10:00:00 AM,01/21/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,,,,,,7 AVENUE SOUTH,ST LUKE PL,INTERSECTION,,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/21/2021 12:00:00 PM,02 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,
49569764,01/19/2021 02:42:01 PM,01/20/2021 11:07:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11209,5 AVENUE,5 AVENUE,4 AVENUE,94 STREET,,,BLOCKFACE,BROOKLYN,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/20/2021 11:07:00 AM,10 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
49574265,01/18/2021 04:07:34 PM,01/19/2021 09:29:50 AM,TLC,Taxi and Limousine Commission,Lost Property,Electronics/Phones,Taxi,,,,,,,,,,,,Closed,,See notes for information.,01/19/2021 09:29:53 AM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
49574332,01/18/2021 11:56:48 PM,01/19/2021 12:20:43 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,9 AVENUE,9 AVENUE,54 STREET,55 STREET,54 STREET,55 STREET,,,,,Closed,,The Police Department issued a summons in response to the complaint.,01/19/2021 12:20:49 AM,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
49576270,01/19/2021 03:33:31 PM,03/15/2021 02:00:02 PM,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,,,,,,,,,,,,Closed,,NYC Parks performed the work necessary to correct the condition.,03/15/2021 02:00:08 PM,0 Unspecified,,Unspecified,,,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,,,,,,,
49580309,01/20/2021 08:50:01 PM,01/20/2021 08:56:46 PM,DOT,Department of Transportation,Broken Parking Meter,Parking Card Stuck in Meter,Street,,,,,,,,,,,,Closed,,The request submitted did not have sufficient information for the Department of Transportation to respond.,01/20/2021 08:56:17 PM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
49585801,01/20/2021 08:00:00 PM,01/22/2021 09:03:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,82 AVENUE,QUEENS BOULEVARD,INTERSECTION,,,,Closed,,The Department of Transportation inspected this complaint and found that the problem was fixed.,01/22/2021 09:03:00 AM,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,,,,,,,
49586108,01/21/2021 10:35:00 AM,01/21/2021 10:35:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,223 ST E,PAULDING AVE,INTERSECTION,,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/20/2021 10:30:00 PM,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,,,,,,,
49587550,01/21/2021 12:17:16 PM,01/30/2021 08:24:01 AM,DOT,Department of Transportation,Broken Parking Meter,Out of Order,Street,,,,,,,,,,,,Closed,,The Department of Transportation has completed the request or corrected the condition.,01/30/2021 08:23:52 AM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
49589372,01/21/2021 10:15:08 AM,01/21/2021 11:53:41 AM,NYPD,New York City Police Department,Encampment,N/A,,11207,LIBERTY AVENUE,LIBERTY AVENUE,GEORGIA AVENUE,SHEFFIELD AVENUE,GEORGIA AVENUE,SHEFFIELD AVENUE,,,,,Closed,,The Police Department responded to the complaint and a report was prepared.,01/21/2021 11:53:46 AM,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
49595736,01/22/2021 12:25:00 PM,01/23/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,PINE STREET,PINE STREET,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/23/2021 12:00:00 PM,05 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
49599838,01/21/2021 10:37:00 PM,01/22/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,,,,,,,,,,,DSNY Garage,Closed,,The vehicle you reported has been removed by the Department of Sanitation.,01/22/2021 12:00:00 PM,14 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
49600317,01/21/2021 01:29:16 PM,01/22/2021 11:40:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,BROADWAY,HART STREET,INTERSECTION,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/22/2021 11:40:00 AM,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
49602178,01/24/2021 01:11:33 AM,01/27/2021 02:54:55 PM,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,,,,,,,,,,,,Closed,,The Department of Transportation has completed the request or corrected the condition.,01/27/2021 02:54:58 PM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,Staten Island Expwy,East/Brooklyn Bound,Ramp,Bradley Ave (Exit 11),,,,,,,,,
49605932,01/23/2021 11:33:27 AM,01/30/2021 09:19:15 AM,DOT,Department of Transportation,Broken Parking Meter,Out of Order,Street,,,,,,,,,,,,Closed,,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,01/30/2021 09:19:06 AM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
49609949,01/23/2021 04:20:00 PM,01/25/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,,,,,,E189,3 AVENUE,INTERSECTION,,,N/A,Closed,,"The Department of Sanitation will note this location for periodic surveillance, which may take place at various times.",01/25/2021 12:00:00 PM,06 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
49620403,01/25/2021 12:34:00 PM,01/25/2021 12:34:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,,,,,,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/25/2021 12:34:00 PM,12 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
49620505,01/25/2021 07:56:00 AM,01/25/2021 08:55:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,CONDUIT AVE S,130 ST,INTERSECTION,,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/25/2021 08:55:00 AM,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,,,,,,,
49621707,01/24/2021 06:18:00 PM,01/24/2021 06:18:00 PM,DSNY,Department of Sanitation,Snow,15I Street Condition Ice-Non Storm,Street,,,,,,EAST 22 STREET,EAST 22 STREET,INTERSECTION,,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and salted the area.,01/24/2021 06:18:00 PM,15 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
49623434,01/25/2021 03:05:02 PM,01/26/2021 02:31:47 AM,DOT,Department of Transportation,Highway Condition,Litter,Highway,,,,,,,,,,,,Closed,,"The condition has been inspected/investigated, see customer notes for more information.",01/26/2021 02:31:52 AM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,Major Deegan Expwy,North/Westchester County Bound,Ramp,Willis Ave Third Ave Br (Exit 2),,,,,,,,,
49623824,01/25/2021 12:37:00 PM,01/26/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,,,,,,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,01/26/2021 12:00:00 PM,09 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
49624959,01/24/2021 02:42:00 PM,01/27/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E11 Litter Surveillance,Sidewalk,,,,,,60 STREET,LAUREL HILL BOULEVARD,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/27/2021 12:00:00 PM,02 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
49628506,01/26/2021 10:36:00 AM,01/26/2021 11:10:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,MACOMBS RD,FEATHERBED LA,INTERSECTION,,,N/A,Closed,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",01/26/2021 11:10:00 AM,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,,,,,,,
